sample_id,label,TOP2A,MKI67,CDK1,CCNB1,PCNA,EPCAM,SOX9,CD44,VIM,ZEB1,CDH1,CDH2,SNAI1,EPAS1,HIF1A,VEGFA,GPC3,TERT,AFP
TCGA-GJ-A6C0-01A,1,5.698860212507215,4.2477604548721155,4.519416097293344,4.974533901201269,6.873146314447402,1.0231843692482634,3.040559327726167,5.311372325340021,6.327849011685607,2.641384179219393,6.590846000725409,4.297323498570007,2.4704327426133577,6.029134804053023,5.854908267150663,6.55512285695747,10.614665587293876,1.1598874787305005,4.871947116779314
TCGA-DD-A11D-01A,0,2.537942090749452,1.6626156863713177,1.703366528006636,3.18254929202166,6.040153802611932,0.2719037062632752,3.469573445304352,2.1604039258600136,5.219640949934278,2.607034345948616,7.236560542079332,5.162302699742375,1.8003718933762796,6.979138199809417,5.212798875626041,4.815472961087332,3.165558254461174,0.3475522769900639,1.2919571164298074
TCGA-MI-A75G-01A,0,1.1803388496247256,0.9565027777700441,1.9521098753791004,3.383621356722627,6.911006019040207,0.7841689205020281,1.3173619602597932,2.9742356042090705,5.286666797048672,2.157011362360494,5.63998746992414,4.624832002453465,1.52697021440912,6.4030938521104135,4.365993417184258,4.716996379926986,6.24369763910061,0.03618680284784627,2.342526300894055
TCGA-DD-A73D-01A,1,3.241702922750173,0.6842801505481289,1.9838965446022951,2.2200512958801166,6.464823439850258,0.4997821201473117,2.909312289623344,0.508732879512401,3.8015208367861963,3.004339585586822,3.3027138551707305,4.305226371090161,0.40544784370753517,5.812010398992134,3.784681953197919,4.5187113736851,8.856164045635127,0.7984238454778596,2.482383655293681
TCGA-DD-A39X-01A,0,2.233397264101883,1.6669383372920592,1.8004547307121366,4.074411240236291,6.429398371975325,7.507347493987264,4.0084241399042675,2.3250985377674906,6.628272005294077,1.7035880142654016,6.432949388525757,3.8015725694635982,2.755272169554333,5.519155012171356,2.9902287934260117,3.817725572680503,6.038605182708529,0.021621857851518895,1.55802267352524
TCGA-DD-A1EL-01A,0,5.5301363064292035,3.48300312574692,4.7415101317759,6.00669971410372,8.188701092163038,1.9680538775793595,5.549727690474234,4.501305379152588,5.446411741386049,3.25246107559786,3.2290341168705514,4.17798155631337,0.5924450770523623,5.20006486151431,4.575197346215357,4.078225543007287,10.119229972020038,0.5933059592504912,3.1331524897997265
TCGA-DD-A115-01A,0,4.529314977735423,3.2638607131876043,3.8803034984013336,5.245012604653276,7.009639417407172,0.6089984361766656,1.3202535972434217,2.434721624523667,5.749000532682194,2.635336494705166,6.585461346502352,5.418706067825185,2.1271049651394005,6.963765407989111,5.631581608532379,4.098882706299928,5.118812366129983,4.290144213067307,3.118725171268244
TCGA-DD-A39W-01A,0,2.562254637460728,1.679333711313673,1.4948763799455143,2.927991240039481,6.1035396022996045,5.752216044476836,2.78230371409402,1.6203987305971979,4.486534185770135,3.5341238720993933,4.537569420097831,4.716826319044088,1.3029916156127521,5.787024925018106,4.687659820009339,4.229087968438354,6.036327491817765,0.028710585954140094,2.6981517881603376
TCGA-G3-A7M6-01A,0,5.760023959895117,3.4685963494234913,3.9678879308185127,4.653002675144625,7.581580981376137,8.328913636586686,8.608964072794839,3.4051618905321273,7.860826266574706,3.3066997072727875,7.915070884679373,6.781831791020482,4.887184052511955,6.667490532464121,7.173665145022077,6.335131271641278,9.355131481701685,1.8131963002812244,5.193858460164507
TCGA-G3-A3CK-01A,0,3.5036794738943464,1.7280946562769242,2.2016338611696504,2.9983218914252636,6.559461221382797,0.3666998885994904,4.915535241585661,4.106875915704106,4.793354900511832,3.217556449293681,4.755859657871645,4.600959531793927,1.1617587206318465,6.032856825378819,5.106988946934561,3.6713273444922887,9.211849368016379,2.5275958573415025,2.6709309545833215
